* Measurement data measured by REW V5.20.4
* Source: C:\Users\plevy\Downloads\us (1).csv
* Format: Comma/Tab/Space delimited data
* Dated: Jun 7, 2022 6:43:12 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\plevy\Downloads\us (1).csv Format: Comma/Tab/Space delimited data 482 values loaded, 19 Hz to 19,873 Hz log spaced
* Measurement: us (1)
* Smoothing: 1/12 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
1060.000000	-0.043
1075.000000	0.031
1090.000000	0.105
1106.000000	0.185
1120.000000	0.258
1138.000000	0.352
1150.000000	0.415
1172.000000	0.532
1180.000000	0.575
1206.000000	0.714
1220.000000	0.789
1241.000000	0.903
1250.000000	0.953
1265.000000	1.037
1280.000000	1.122
1315.000000	1.321
1320.000000	1.349
1340.000000	1.464
1360.000000	1.578
1380.000000	1.694
1400.000000	1.811
1430.000000	1.988
1450.000000	2.106
1475.000000	2.255
1500.000000	2.405
1525.000000	2.554
1550.000000	2.701
1575.000000	2.847
1600.000000	2.994
1625.000000	3.140
1650.000000	3.283
1675.000000	3.424
1700.000000	3.563
1725.000000	3.699
1750.000000	3.833
1775.000000	3.964
1800.000000	4.090
1825.000000	4.212
1850.000000	4.329
1875.000000	4.441
1900.000000	4.548
1925.000000	4.649
1950.000000	4.746
1975.000000	4.838
2000.000000	4.924
2030.000000	5.019
2060.000000	5.106
2090.000000	5.184
2120.000000	5.253
2140.000000	5.293
2180.000000	5.363
2200.000000	5.394
2240.000000	5.445
2270.000000	5.474
2300.000000	5.497
2330.000000	5.513
2360.000000	5.522
2400.000000	5.525
2430.000000	5.523
2470.000000	5.511
2500.000000	5.497
2540.000000	5.475
2580.000000	5.447
2620.000000	5.415
2650.000000	5.389
2690.000000	5.352
2720.000000	5.324
2760.000000	5.283
2800.000000	5.240
2850.000000	5.188
2900.000000	5.136
2950.000000	5.086
3000.000000	5.038
3040.000000	5.001
3070.000000	4.974
3110.000000	4.939
3150.000000	4.905
3200.000000	4.865
3250.000000	4.827
3300.000000	4.792
3350.000000	4.759
3400.000000	4.728
3450.000000	4.698
3500.000000	4.668
3550.000000	4.638
3600.000000	4.609
3650.000000	4.580
3700.000000	4.551
3750.000000	4.521
3820.000000	4.475
3870.000000	4.441
3950.000000	4.382
4000.000000	4.343
4060.000000	4.292
4120.000000	4.237
4180.000000	4.178
4250.000000	4.104
4310.000000	4.036
4370.000000	3.964
4440.000000	3.875
4500.000000	3.793
4550.000000	3.723
4620.000000	3.621
4680.000000	3.530
4750.000000	3.421
4820.000000	3.310
4870.000000	3.230
4940.000000	3.116
5000.000000	3.018
5080.000000	2.885
5150.000000	2.769
5220.000000	2.655
5300.000000	2.527
5380.000000	2.404
5450.000000	2.300
5520.000000	2.200
5600.000000	2.092
5700.000000	1.967
5800.000000	1.857
5900.000000	1.763
6000.000000	1.688
6080.000000	1.641
6150.000000	1.611
6220.000000	1.594
6300.000000	1.589
6400.000000	1.605
6500.000000	1.648
6600.000000	1.719
6700.000000	1.818
6800.000000	1.944
6900.000000	2.089
7000.000000	2.248
7100.000000	2.409
7200.000000	2.557
7300.000000	2.675
7400.000000	2.748
7500.000000	2.761
7620.000000	2.679
7750.000000	2.460
7880.000000	2.106
8000.000000	1.675
8120.000000	1.167
8250.000000	0.557
8380.000000	-0.084
8500.000000	-0.679
8620.000000	-1.263
8750.000000	-1.867
8850.000000	-2.306
9000.000000	-2.913
9120.000000	-3.348
9250.000000	-3.765
9380.000000	-4.119
9500.000000	-4.386
9620.000000	-4.590
9750.000000	-4.737
9880.000000	-4.808
10000.000000	-4.805
10150.000000	-4.717
10300.000000	-4.548
10440.000000	-4.333
10600.000000	-4.043
10750.000000	-3.755
10900.000000	-3.473
11060.000000	-3.207
11200.000000	-3.023
11380.000000	-2.874
11500.000000	-2.838
11720.000000	-2.911
11800.000000	-2.984
12060.000000	-3.375
12200.000000	-3.672
12410.000000	-4.204
12500.000000	-4.458
12650.000000	-4.904
12800.000000	-5.370
13150.000000	-6.492
13200.000000	-6.652
13400.000000	-7.290
13600.000000	-7.914
13800.000000	-8.522
14000.000000	-9.115
14300.000000	-9.980
14500.000000	-10.543
14750.000000	-11.233
15000.000000	-11.910
15250.000000	-12.576
15500.000000	-13.226
15750.000000	-13.852
16000.000000	-14.441
16250.000000	-14.981
16500.000000	-15.448
16750.000000	-15.819
17000.000000	-16.070
17250.000000	-16.175
17500.000000	-16.117
17750.000000	-15.889
18000.000000	-15.496
18250.000000	-14.956
18500.000000	-14.298
18750.000000	-13.556
19000.000000	-12.775
19250.000000	-12.014
19500.000000	-11.355
19750.000000	-10.909
