* Measurement data measured by REW V5.20.13
* Source: Flat @ 0 Filtered
* Format: 
* Dated: Jul 28, 2023 11:21:31 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /Users/griff/Desktop/REW/Targets/Flat @ 0.txt Format: Comma/Tab/Space delimited data 481 values loaded, 20 Hz to 20,040 Hz log spaced  LS 12dB  Fc   20.00 Hz  Gain   1.50 dB LS 6dB   Fc   120.0 Hz  Gain   0.80 dB PK       Fc   450.0 Hz  Gain  -0.20 dB  Q  0.700 PK       Fc    1025 Hz  Gain   0.80 dB  Q  1.900 HSQ      Fc    1300 Hz  Gain  -0.90 dB Q   1.50 PK       Fc    1625 Hz  Gain   0.90 dB  Q  3.600 PK       Fc    2135 Hz  Gain   0.50 dB  Q  5.000 PK       Fc    2400 Hz  Gain  -0.40 dB  Q  2.000 PK       Fc    2650 Hz  Gain  -0.30 dB  Q  7.000 PK       Fc    3750 Hz  Gain   1.10 dB  Q  1.414 HSQ      Fc    4900 Hz  Gain   2.90 dB Q  0.707 PK       Fc    5290 Hz  Gain  -0.70 dB  Q  5.000 PK       Fc    9880 Hz  Gain   2.50 dB  Q  4.000 HSQ      Fc   13000 Hz  Gain  -4.30 dB Q  0.800
* Measurement: EQ Flat @ 0
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
73.000000	0.601
74.000000	0.596
75.000000	0.591
76.199997	0.586
77.500000	0.579
78.800003	0.573
80.000000	0.568
81.199997	0.562
82.500000	0.556
83.800003	0.550
85.000000	0.545
86.199997	0.539
87.500000	0.533
88.500000	0.529
90.000000	0.522
91.199997	0.517
92.500000	0.511
93.800003	0.506
95.000000	0.501
96.199997	0.495
97.500000	0.490
98.800003	0.484
100.000000	0.479
101.500000	0.473
103.000000	0.467
104.400002	0.461
106.000000	0.455
107.500000	0.449
109.000000	0.443
110.599998	0.436
112.000000	0.431
113.800003	0.424
115.000000	0.420
117.199997	0.411
118.000000	0.408
120.599998	0.399
122.000000	0.394
124.099998	0.386
125.000000	0.383
126.500000	0.377
128.000000	0.372
131.500000	0.360
132.000000	0.358
134.000000	0.352
136.000000	0.345
138.000000	0.339
140.000000	0.332
143.000000	0.323
145.000000	0.316
147.500000	0.309
150.000000	0.301
152.500000	0.294
155.000000	0.287
157.500000	0.280
160.000000	0.273
162.500000	0.266
165.000000	0.259
167.500000	0.253
170.000000	0.246
172.500000	0.240
175.000000	0.234
177.500000	0.228
180.000000	0.222
182.500000	0.216
185.000000	0.210
187.500000	0.204
190.000000	0.199
192.500000	0.193
195.000000	0.188
197.500000	0.183
200.000000	0.178
203.000000	0.171
206.000000	0.165
209.000000	0.160
212.000000	0.154
214.000000	0.150
218.000000	0.143
220.000000	0.139
224.000000	0.132
227.000000	0.127
230.000000	0.122
233.000000	0.118
236.000000	0.113
240.000000	0.107
243.000000	0.102
247.000000	0.096
250.000000	0.092
254.000000	0.086
258.000000	0.081
262.000000	0.076
265.000000	0.072
269.000000	0.067
272.000000	0.064
276.000000	0.059
280.000000	0.055
285.000000	0.049
290.000000	0.044
295.000000	0.040
300.000000	0.035
304.000000	0.032
307.000000	0.029
311.000000	0.026
315.000000	0.023
320.000000	0.020
325.000000	0.016
330.000000	0.013
335.000000	0.011
340.000000	0.008
345.000000	0.006
350.000000	0.004
355.000000	0.002
360.000000	0.001
365.000000	-0.000
370.000000	-0.001
375.000000	-0.002
382.000000	-0.003
387.000000	-0.003
395.000000	-0.002
400.000000	-0.002
406.000000	-0.001
412.000000	0.000
418.000000	0.002
425.000000	0.004
431.000000	0.006
437.000000	0.009
444.000000	0.012
450.000000	0.016
455.000000	0.019
462.000000	0.023
468.000000	0.027
475.000000	0.032
482.000000	0.038
487.000000	0.042
494.000000	0.048
500.000000	0.054
508.000000	0.062
515.000000	0.069
522.000000	0.076
530.000000	0.085
538.000000	0.095
545.000000	0.103
552.000000	0.112
560.000000	0.122
570.000000	0.136
580.000000	0.150
590.000000	0.165
600.000000	0.180
608.000000	0.193
615.000000	0.204
622.000000	0.216
630.000000	0.230
640.000000	0.247
650.000000	0.266
660.000000	0.285
670.000000	0.304
680.000000	0.324
690.000000	0.345
700.000000	0.366
710.000000	0.388
720.000000	0.411
730.000000	0.434
740.000000	0.458
750.000000	0.483
762.000000	0.513
775.000000	0.547
788.000000	0.582
800.000000	0.615
812.000000	0.649
825.000000	0.685
838.000000	0.723
850.000000	0.757
862.000000	0.791
875.000000	0.827
885.000000	0.855
900.000000	0.894
912.000000	0.924
925.000000	0.953
938.000000	0.980
950.000000	1.001
962.000000	1.019
975.000000	1.035
988.000000	1.045
1000.000000	1.050
1015.000000	1.050
1030.000000	1.043
1044.000000	1.030
1060.000000	1.008
1075.000000	0.981
1090.000000	0.949
1106.000000	0.908
1120.000000	0.869
1138.000000	0.813
1150.000000	0.774
1172.000000	0.697
1180.000000	0.669
1206.000000	0.574
1220.000000	0.523
1241.000000	0.448
1250.000000	0.416
1265.000000	0.364
1280.000000	0.314
1315.000000	0.209
1320.000000	0.195
1340.000000	0.145
1360.000000	0.102
1380.000000	0.067
1400.000000	0.041
1430.000000	0.018
1450.000000	0.014
1475.000000	0.019
1500.000000	0.033
1525.000000	0.053
1550.000000	0.073
1575.000000	0.087
1600.000000	0.089
1625.000000	0.075
1650.000000	0.044
1675.000000	-0.001
1700.000000	-0.056
1725.000000	-0.117
1750.000000	-0.180
1775.000000	-0.239
1800.000000	-0.293
1825.000000	-0.339
1850.000000	-0.376
1875.000000	-0.405
1900.000000	-0.425
1925.000000	-0.436
1950.000000	-0.439
1975.000000	-0.434
2000.000000	-0.422
2030.000000	-0.404
2060.000000	-0.385
2090.000000	-0.372
2120.000000	-0.372
2140.000000	-0.380
2180.000000	-0.416
2200.000000	-0.442
2240.000000	-0.503
2270.000000	-0.549
2300.000000	-0.593
2330.000000	-0.631
2360.000000	-0.664
2400.000000	-0.700
2430.000000	-0.723
2470.000000	-0.748
2500.000000	-0.765
2540.000000	-0.784
2580.000000	-0.794
2620.000000	-0.786
2650.000000	-0.763
2690.000000	-0.708
2720.000000	-0.652
2760.000000	-0.567
2800.000000	-0.479
2850.000000	-0.374
2900.000000	-0.276
2950.000000	-0.185
3000.000000	-0.099
3040.000000	-0.034
3070.000000	0.013
3110.000000	0.075
3150.000000	0.134
3200.000000	0.206
3250.000000	0.274
3300.000000	0.341
3350.000000	0.404
3400.000000	0.464
3450.000000	0.521
3500.000000	0.575
3550.000000	0.625
3600.000000	0.671
3650.000000	0.714
3700.000000	0.753
3750.000000	0.788
3820.000000	0.831
3870.000000	0.858
3950.000000	0.894
4000.000000	0.912
4060.000000	0.931
4120.000000	0.946
4180.000000	0.957
4250.000000	0.967
4310.000000	0.972
4370.000000	0.973
4440.000000	0.972
4500.000000	0.967
4550.000000	0.961
4620.000000	0.947
4680.000000	0.931
4750.000000	0.906
4820.000000	0.874
4870.000000	0.847
4940.000000	0.805
5000.000000	0.766
5080.000000	0.715
5150.000000	0.681
5220.000000	0.665
5300.000000	0.678
5380.000000	0.725
5450.000000	0.789
5520.000000	0.866
5600.000000	0.961
5700.000000	1.077
5800.000000	1.182
5900.000000	1.274
6000.000000	1.355
6080.000000	1.411
6150.000000	1.457
6220.000000	1.498
6300.000000	1.542
6400.000000	1.592
6500.000000	1.639
6600.000000	1.681
6700.000000	1.722
6800.000000	1.760
6900.000000	1.796
7000.000000	1.831
7100.000000	1.866
7200.000000	1.899
7300.000000	1.933
7400.000000	1.966
7500.000000	2.000
7620.000000	2.042
7750.000000	2.089
7880.000000	2.139
8000.000000	2.190
8120.000000	2.246
8250.000000	2.313
8380.000000	2.391
8500.000000	2.473
8620.000000	2.568
8750.000000	2.687
8850.000000	2.793
9000.000000	2.975
9120.000000	3.142
9250.000000	3.339
9380.000000	3.543
9500.000000	3.721
9620.000000	3.867
9750.000000	3.964
9880.000000	3.974
10000.000000	3.900
10150.000000	3.708
10300.000000	3.438
10440.000000	3.155
10600.000000	2.828
10750.000000	2.540
10900.000000	2.276
11060.000000	2.024
11200.000000	1.825
11380.000000	1.594
11500.000000	1.452
11720.000000	1.212
11800.000000	1.130
12060.000000	0.876
12200.000000	0.746
12410.000000	0.557
12500.000000	0.478
12650.000000	0.348
12800.000000	0.220
13150.000000	-0.070
13200.000000	-0.110
13400.000000	-0.270
13600.000000	-0.426
13800.000000	-0.577
14000.000000	-0.723
14300.000000	-0.932
14500.000000	-1.063
14750.000000	-1.218
15000.000000	-1.363
15250.000000	-1.496
15500.000000	-1.617
15750.000000	-1.726
16000.000000	-1.825
16250.000000	-1.912
16500.000000	-1.988
16750.000000	-2.055
17000.000000	-2.113
17250.000000	-2.161
17500.000000	-2.203
17750.000000	-2.237
18000.000000	-2.265
18250.000000	-2.287
18500.000000	-2.305
18750.000000	-2.319
19000.000000	-2.328
19250.000000	-2.335
19500.000000	-2.340
19750.000000	-2.342
20000.000000	-2.342
